,subject,set,understood task,response,button_bias_Z,decoy_NN_count,decoy_NN_count_correct,decoy_binom,rt set,rt shifted,rt swapped,rt neither,key_r,I7_count,I5_count,I1_count,I11_count,rt shifted-swapped,rt shifted:swapped,# shifted,# swapped,# neither,# 1st button,# 2nd button,# neither button,# 1st button (task),# 2nd button (task),# neither button (task),# button presses (task),# trials,# button presses,# no_neither_trials,rate shifted,rate swapped,rate neither,rate pressed 1st,rate pressed 2nd,rate pressed neither,rate pressed 1st (task),rate pressed 2nd (task),rate pressed neither (task),rate_NN_shifted,rate_NN_swapped,rate shifted - rate swapped,rate shifted - rate swapped (NN),Unnamed: 0,subject_age,Did this strategy change throughout the task?,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,Did you notice any change in the music? Elaborate,Q15 - Parent Topics,Q15 - Topics,How did you arrive at this experiment?,What is your first language (if other)?,"Did you notice any particular changes in the music? In other words, did you base your discriminations on specific features of the melodies?",subject_gender,How did your strategy change throughout the task?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona
783,SSS0946,0 2 4 7 9,True,BBAABAAAABABBAAAAB,-0.28490144114909477,18,13,0.048126220703125,1381.0799999628216,1037.0950000360608,2002.6200000429526,7816.112499975134,0.7764930277776789,1.65,2.35,0.0,0.0,-965.5250000068918,0.5178690914970474,13.0,5.0,2.0,11.0,7.0,2.0,11.0,7.0,2.0,20.0,20.0,20.0,18.0,0.65,0.25,0.1,0.55,0.35,0.1,0.55,0.35,0.1,0.7222222222222222,0.2777777777777778,0.4,0.4444444444444444,786,18,No,"Over-the-ear , new sony headphones",8-13,English,if the tone was higher then what I remembered than I thought there were differences in the melodies. ,,,SONA for course credit,,Yes,Female,,2.0,4-5,"Yes, but not so well",piano and guitar,Strongly Agree,Agree,pitch,2021-05-03 01:03:32,40858
784,SSS0947,0 2 4 7 9,True,AAAAABABABABBBBBBABA,0.0,20,18,0.00020122528076171875,388.47750006243587,388.47750006243587,369.99249999644235,0.0,0.7674429607634796,1.95,2.35,0.0,0.0,18.485000065993518,1.049960472350578,18.0,2.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,20.0,20.0,20.0,0.9,0.1,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.9,0.1,0.8,0.8,787,19,No,over-the-ear,8-10,Other (please specify below):,"i compare the test melody with the option 1 first, if it is the same the case becomes easy",,,SONA for course credit,Chinese,Yes,Female,,7.0,2-3,"Yes, I do alright",violin,Agree,Strongly Agree,,2021-04-05 00:48:59,40527
785,SSS0948,0 2 4 7 9,True,BAAABBAABABBAABAABAA,0.6716143919488835,20,12,0.2517223358154297,1470.9274999331683,1283.2449999405071,1530.0849999766797,0.0,0.7644207172634532,2.25,2.55,0.0,0.0,-246.84000003617257,0.8386756291056152,12.0,8.0,0.0,12.0,8.0,0.0,12.0,8.0,0.0,20.0,20.0,20.0,20.0,0.6,0.4,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.6,0.4,0.19999999999999996,0.19999999999999996,788,22,No,over-ear headphones - bose,14-17,English,"repeating notes in sequence, particular attention to the beginning and end.",,,SONA for course credit,,Yes,Male,,3.0,2-3,"Yes, but not so well","Piano, Guitar",Strongly Agree,Disagree,variance of notes,2021-05-03 14:05:28,40446
786,SSS0949,0 2 4 7 9,True,BBAAABAAAABAABABBABB,0.04643700480029226,20,7,0.9423408508300781,3123.912500000093,4064.6549999993294,2714.4350000005215,0.0,0.8119868918105329,1.0,2.45,0.0,0.0,1350.219999998808,1.497422115467325,7.0,13.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.35,0.65,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.35,0.65,-0.30000000000000004,-0.30000000000000004,789,18,No,headphones in ear,,Spanish,,,,SONA for course credit,,No,Female,,2.0,0,No,,Agree,Neither Agree nor Disagree,the rhythym,2021-04-04 22:34:36,40518
787,SSS0950,0 2 4 7 9,True,ABAABBBBBBABBABB,0.07617550741785384,16,14,0.0020904541015625,2471.7575000012293,1411.1300000008196,2630.7599999997765,10016.81750000175,0.7887580342895029,1.35,2.65,0.0,0.0,-1219.629999998957,0.5363963265371754,14.0,2.0,4.0,5.0,11.0,4.0,5.0,11.0,4.0,20.0,20.0,20.0,16.0,0.7,0.1,0.2,0.25,0.55,0.2,0.25,0.55,0.2,0.875,0.125,0.6,0.75,790,22,No,"In ear headphones. In other words, earphones. ",,English,,,,SONA for course credit,,No,Female,,8.0,0,No,,Strongly Agree,Disagree,"I tried to retain the original melody in my head, and compared. ",2021-04-03 17:08:55,41099
788,SSS0951,0 2 4 7 9,True,BBABABBAABAAABABBBBA,0.5108070528032165,20,19,2.002716064453125e-05,699.6224999965634,655.7899999897927,2545.8749999962747,0.0,0.7963953326247132,1.75,2.55,0.0,0.0,-1890.085000006482,0.25758923748838897,19.0,1.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.95,0.05,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.95,0.05,0.8999999999999999,0.8999999999999999,791,21,No,TASCAM TH-02 Closed Back Over the Ear Studio Headphones,,English,If the pitches of the notes drastically varied and in what order the rhythm was replicated.,,,SONA for course credit,,Yes,Female,,10.0,0,"Yes, I am near professional",I sing,Strongly Agree,Strongly Disagree,"If the order of notes varied, as well as the variance in pitch",2021-05-03 17:19:38,39196
789,SSS0952,0 2 4 7 9,True,BBBABBBABAAA,-0.52051509160747,12,6,0.61279296875,2103.1325000077486,1557.377500001341,2416.0575000061654,2629.8175000119954,0.8048549182087671,1.65,2.75,0.0,0.0,-858.6800000048243,0.6445945512461384,6.0,6.0,8.0,5.0,7.0,8.0,5.0,7.0,8.0,20.0,20.0,20.0,12.0,0.3,0.3,0.4,0.25,0.35,0.4,0.25,0.35,0.4,0.5,0.5,0.0,0.0,792,20,No,headphones in the ear ,,English,,,,SONA for course credit,,No,Female,,1.0,0,No,,Strongly Agree,Strongly Disagree,beats and the length ,2021-04-03 19:06:25,39796
790,SSS0953,0 2 4 7 9,True,BBBAABABBBBABBBABBB,0.3911657266912562,19,10,0.5,452.89000000059605,452.89000000059605,596.1850000019185,44.27000001259148,0.7813423669521271,1.45,3.15,0.0,0.0,-143.29500000132248,0.7596467539423813,10.0,9.0,1.0,5.0,14.0,1.0,5.0,14.0,1.0,20.0,20.0,20.0,19.0,0.5,0.45,0.05,0.25,0.7,0.05,0.25,0.7,0.05,0.5263157894736842,0.47368421052631576,0.04999999999999999,0.05263157894736842,793,19,No,in eye ear buds,4-15,English,ascending vs descending notes,,,SONA for course credit,,Yes,Female,,9.0,9+,"Yes, I do alright","piano, violin",Strongly Agree,Agree,major/minor,2021-04-03 19:15:32,40524
791,SSS0954,0 2 4 7 9,True,BBBABAA,-0.3638034375544997,7,3,0.7734375,1502.9499999945983,2197.974999987986,1941.3075000047684,1457.365000009071,0.7774213395522906,1.75,2.65,0.0,0.0,256.66749998321757,1.1322137270796033,3.0,4.0,13.0,3.0,4.0,13.0,3.0,4.0,13.0,20.0,20.0,20.0,7.0,0.15,0.2,0.65,0.15,0.2,0.65,0.15,0.2,0.65,0.42857142857142855,0.5714285714285714,-0.05000000000000002,-0.14285714285714285,794,19,No,Galaxybuds,8-18,English,The melodies tended to have a few notes shifted up or down,,,SONA for course credit,,Yes,Female,,5.0,9+,"Yes, I do alright",Piano and Flute,Strongly Agree,Agree,I tried to map out the melodies in my head and match them but it was very difficult,2021-04-03 19:22:57,40651
792,SSS0956,0 2 4 7 9,True,BBABBABBBBBABBB,1.0513149660756937,15,6,0.84912109375,3743.1875000037253,8685.559999997728,6244.579999998212,2246.114999987185,0.7726949610036428,1.8,3.0,0.0,0.0,2440.9799999995157,1.3908957848246342,6.0,9.0,5.0,3.0,12.0,5.0,3.0,12.0,5.0,20.0,20.0,20.0,15.0,0.3,0.45,0.25,0.15,0.6,0.25,0.15,0.6,0.25,0.4,0.6,-0.15000000000000002,-0.19999999999999996,795,20,No,in-ear headphones,14-18,English,some had changes between minor and major melodies.,,,SONA for course credit,,Yes,Female,,6.0,4-5,"Yes, but not so well",voice,Strongly Agree,Agree,i listened for changed notes,2021-04-04 00:58:01,40391
793,SSS0958,0 2 4 7 9,True,AAAAAAABABABBAAABBBA,-0.5584782704498403,20,9,0.7482776641845703,2209.087499999441,1790.5749999918044,3806.289999978617,0.0,0.7882159103582418,1.55,2.6,0.0,0.0,-2015.7149999868125,0.47042526975134935,9.0,11.0,0.0,13.0,7.0,0.0,13.0,7.0,0.0,20.0,20.0,20.0,20.0,0.45,0.55,0.0,0.65,0.35,0.0,0.65,0.35,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,796,18,No,Generic headphones in-ear,,Other (please specify below):,,,,SONA for course credit,Korean,No,Male,,1.0,0,No,,Strongly Agree,Agree,,2021-04-05 11:25:57,40743
794,SSS0959,0 2 4 7 9,False,BBBBBBBBBB,0.0,10,4,0.828125,7870.735000004061,16299.975000089034,3385.987499845214,8265.187499928288,0.7819442643693308,1.3,2.65,0.0,0.0,12913.98750024382,4.8139501403458125,4.0,6.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,20.0,20.0,20.0,10.0,0.2,0.3,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.4,0.6,-0.09999999999999998,-0.19999999999999996,797,21,No,in-ear,8,Other (please specify below):,,,,SONA for course credit,chinese,No,Male,,6.0,2-3,"Yes, I do alright",guitar,Neither Agree nor Disagree,Neither Agree nor Disagree,listen clearly ,2021-04-04 09:06:38,40952
795,SSS0963,0 2 4 7 9,True,ABAAAAAABB,-0.9819805060619659,10,5,0.623046875,1874.2599999967497,1789.6900000050664,1932.9199999920093,1901.5274999982212,0.7736505849703079,1.2,2.85,0.0,0.0,-143.22999998694286,0.9258996751094019,5.0,5.0,10.0,7.0,3.0,10.0,7.0,3.0,10.0,20.0,20.0,20.0,10.0,0.25,0.25,0.5,0.35,0.15,0.5,0.35,0.15,0.5,0.5,0.5,0.0,0.0,798,19,No,over-the-ear headphone,8-19,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,8.0,9+,"Yes, I do alright",Gu Zheng (a Chinese traditional instrument),Strongly Agree,Agree,,2021-05-03 18:54:05,40836
796,SSS0964,0 2 4 7 9,True,BABBBAABAB,0.8429272304235247,10,5,0.623046875,3197.0699999979697,4257.129999998026,2248.1049999995157,3442.5574999949895,0.7988392690665908,1.55,2.55,0.0,0.0,2009.0249999985099,1.893652654123781,5.0,5.0,10.0,4.0,6.0,10.0,4.0,6.0,10.0,20.0,20.0,20.0,10.0,0.25,0.25,0.5,0.2,0.3,0.5,0.2,0.3,0.5,0.5,0.5,0.0,0.0,799,18,No,Yes I used in-ear Apple AirPods. ,10-11,English,,,,SONA for course credit,,No,Female,,3.0,1,No,,Strongly Agree,Disagree,I simply listened to the tones of the melodies. ,2021-05-03 21:00:11,40716
797,SSS0965,0 2 4 7 9,True,BAAABBBBBBABAAAABBAA,-1.378404875209022,20,20,9.5367431640625e-07,657.652499998454,657.652499998454,0.0,0.0,0.7814933909541615,1.6,2.9,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,20.0,20.0,20.0,20.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,800,21,No,over the ear sony HD 280 pro,6-21,English,I noticed certain notes that were not in the same 'key' as the melodies,,,SONA for course credit,,Yes,Female,,10.0,9+,"Yes, I am a professional",guitar and voice,Strongly Agree,Agree,listened for the note that was not in the scale,2021-05-03 22:35:05,40434
798,SSS0966,0 2 4 7 9,True,BABABABAABAABABABABA,3.2970273408207618,20,9,0.7482776641845703,1434.7774998750538,1488.1549999117851,1120.6150001380593,0.0,0.7870215377538399,1.75,1.95,0.0,0.0,367.53999977372587,1.3279806175434428,9.0,11.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.45,0.55,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.45,0.55,-0.10000000000000003,-0.10000000000000003,801,20,No,in ear,5-18,English,,,,SONA for course credit,,No,Male,,7.0,9+,"Yes, I do alright","Drums, Piano",Agree,Agree,No strategy,2021-04-05 00:19:02,41096
799,SSS0967,0 2 4 7 9,True,ABABBAABABBBAAABBAA,0.2492223931396138,19,16,0.0022125244140625,1611.1424999982119,1567.1975000007078,1805.1950000007637,1638.5149999987334,0.7724196357621972,2.3,2.45,0.0,0.0,-237.99750000005588,0.8681596725007796,16.0,3.0,1.0,10.0,9.0,1.0,10.0,9.0,1.0,20.0,20.0,20.0,19.0,0.8,0.15,0.05,0.5,0.45,0.05,0.5,0.45,0.05,0.8421052631578947,0.15789473684210525,0.65,0.6842105263157894,802,21,No,airpods,,English,i noticed that some notes were replaced with higher or lower ones and sometimes the melody was slightly off ,,,SONA for course credit,,Yes,Female,,2.0,0,"Yes, but not so well",piano,Strongly Agree,Strongly Agree,tone of the notes,2021-05-03 22:24:04,39087
800,SSS0968,0 2 4 7 9,True,BABBABBBBBAAAAAABBAB,-0.8823030912055562,20,13,0.13158798217773438,1993.4674999967683,2175.5649999831803,885.3099999832921,0.0,0.7999907588743607,2.55,2.8,0.0,0.0,1290.2549999998882,2.457404750905602,13.0,7.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.65,0.35,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.65,0.35,0.30000000000000004,0.30000000000000004,803,20,No,in-ear headphones,,English,,,,SONA for course credit,,No,Female,,3.0,0,"Yes, but not so well",Violin,Strongly Agree,Agree,Relied on the first melody to decide.,2021-04-05 01:05:49,39916
801,SSS0969,0 2 4 7 9,False,BBBABBAAABABABBBBAAB,0.1918898262711097,20,10,0.5880985260009766,3054.2624999943655,1694.4700000167359,3234.8575000357814,0.0,0.8036099008292936,2.15,3.2,0.0,0.0,-1540.3875000190455,0.5238159640719855,10.0,10.0,0.0,8.0,12.0,0.0,8.0,12.0,0.0,20.0,20.0,20.0,20.0,0.5,0.5,0.0,0.4,0.6,0.0,0.4,0.6,0.0,0.5,0.5,0.0,0.0,804,21,No,I used in-ear headphones.,5-18,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,5.0,9+,"Yes, I do alright",Vocal,Neither Agree nor Disagree,Agree,Rhythm and pitch,2021-04-05 01:40:03,40442
802,SSS0970,0 2 4 7 9,True,ABAABBABBABBBAABABBA,0.9751771008061407,20,19,2.002716064453125e-05,1319.4849999996368,1304.5949999992736,1576.880000000354,0.0,0.7620993546460954,2.1,2.6,0.0,0.0,-272.28500000108033,0.827326746486087,19.0,1.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.95,0.05,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.95,0.05,0.8999999999999999,0.8999999999999999,805,19,Yes,Earbuds,13-19,English,"When I started attempting to be strategic, I listened for wayward pitches. For example, a low note on the third count of the second group of four in the original I might find in the second count in one of the variations. ",,,SONA for course credit,,Yes,Female,"I began to question whether it was ""more different"" to have two notes switch places or one extremely wrong note, and things like that. My discretion often changed.",7.0,6-8,"Yes, I do alright",Piano and Ukelele,Strongly Agree,Neither Agree nor Disagree,"My strategy changed. Basically, I began breaking up the way I listened to the melodies into three groups (of four notes per group), and then two (of six notes per group) for a few. Usually, I think, the first and last notes remained the same so this helped me focus on the middle notes a little more specifically.",2021-04-05 01:58:24,40622
803,SSS0971,0 2 4 7 9,True,BBABBBBA,0.0,8,3,0.85546875,1425.3299999982119,812.3599999817088,1393.1200000224635,1803.5900000103284,0.7902532769468044,1.5,2.35,0.0,0.0,-580.7600000407547,0.5831227747563813,3.0,5.0,12.0,2.0,6.0,12.0,2.0,6.0,12.0,20.0,20.0,20.0,8.0,0.15,0.25,0.6,0.1,0.3,0.6,0.1,0.3,0.6,0.375,0.625,-0.1,-0.25,806,20,No,in-ear,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,,3.0,0,No,,Agree,Agree,"I will compare between the original melody and the first take, and then if they are different i will just chose A. If they are same, I will then compare the first take and the second one. if they are different i will chose L. If they are the same or I was distracted I will just chose G.",2021-04-05 02:44:04,41067
804,SSS0973,0 2 4 7 9,True,BABBBABBBBBABBAAA,-0.4220534530833179,17,10,0.3145294189453125,702.1325000096112,529.065000009723,1100.815000012517,1523.6900000600144,0.7819267960275218,1.3,2.9,0.0,0.0,-571.750000002794,0.48061209195342286,10.0,7.0,3.0,6.0,11.0,3.0,6.0,11.0,3.0,20.0,20.0,20.0,17.0,0.5,0.35,0.15,0.3,0.55,0.15,0.3,0.55,0.15,0.5882352941176471,0.4117647058823529,0.15000000000000002,0.17647058823529416,807,23,No,"over-the-ear headphones, hyperx cloud II headset",,English,,,,SONA for course credit,,No,Male,,3.0,0,No,,Strongly Agree,Agree,The one where the difference irks me more/feel worse I pick as more different generally,2021-05-04 01:47:12,41189
805,SSS0974,0 2 4 7 9,True,BBAAAAAAABAA,-1.2535663410560174,12,2,0.996826171875,895.7200000006706,2265.360000004759,1111.9350000009872,540.2700000049081,0.7888114423349863,1.9,2.85,0.0,0.0,1153.4250000037719,2.0373133321666717,2.0,10.0,8.0,9.0,3.0,8.0,9.0,3.0,8.0,20.0,20.0,20.0,12.0,0.1,0.5,0.4,0.45,0.15,0.4,0.45,0.15,0.4,0.16666666666666666,0.8333333333333334,-0.4,-0.6666666666666667,808,21,No,I use airpods,,Other (please specify below):,,,,SONA for course credit,Chinese,No,Male,,1.0,0,No,flute,Agree,Agree,I just compare the original with the first and then compare the second with the fisrt.,2021-05-04 05:02:24,41067
806,SSS0976,0 2 4 7 9,True,BABABBBBAB,1.4729707590929484,10,6,0.376953125,1396.5075000156648,413.9900000006892,1960.6225000023842,2133.7725000046194,0.7781579156482508,1.95,2.95,0.0,0.0,-1546.632500001695,0.21115232534574388,6.0,4.0,10.0,3.0,7.0,10.0,3.0,7.0,10.0,20.0,20.0,20.0,10.0,0.3,0.2,0.5,0.15,0.35,0.5,0.15,0.35,0.5,0.6,0.4,0.09999999999999998,0.19999999999999996,809,20,Yes,,9,English,different keys,,,SONA for course credit,,Yes,Female,counts and keys,6.0,1,"Yes, but not so well",,Agree,Neither Agree nor Disagree,"beat, counts, and tone and pitch",2021-05-09 10:42:49,41152
807,SSS0978,0 2 4 7 9,True,AB,0.0,2,2,0.25,1497.5350000313483,657.8650000155903,0.0,1820.3625000314787,0.797749224682384,1.7,2.8,0.0,0.0,0.0,0.0,2.0,0.0,18.0,1.0,1.0,18.0,1.0,1.0,18.0,20.0,20.0,20.0,2.0,0.1,0.0,0.9,0.05,0.05,0.9,0.05,0.05,0.9,1.0,0.0,0.1,1.0,810,21,No,in-eae,6-8,Other (please specify below):,,,,SONA for course credit,chinese,No,Female,,4.0,2-3,"Yes, I do alright","piano, cello",Agree,Agree,tapping,2021-05-04 17:41:25,40769
808,SSS0979,0 2 4 7 9,True,BBBBBBBBBBBBBBBBBBBB,0.0,20,10,0.5880985260009766,698.0000000039581,631.6899999801535,1059.457499999553,0.0,0.7801735212977096,1.35,2.2,0.0,0.0,-427.76750001939945,0.5962391129237559,10.0,10.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,20.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,811,19,No,,7-15,English,,,,SONA for course credit,,No,Female,,7.0,6-8,"Yes, I do alright",piano,Agree,Agree,,2021-05-04 21:39:59,40177
809,SSS0980,0 2 4 7 9,True,ABAAABAABBABABBABAAB,1.439547148809065,20,13,0.13158798217773438,2395.7350000273436,2348.9599999738857,4314.030000008643,0.0,0.7967153098504411,1.75,2.5,0.0,0.0,-1965.070000034757,0.5444932000865038,13.0,7.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.65,0.35,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.65,0.35,0.30000000000000004,0.30000000000000004,812,21,No,I used airpods ,,English,,,,SONA for course credit,,No,Female,,0.0,0,No,,Agree,Neither Agree nor Disagree,,2021-05-04 22:34:33,37428
810,SSS0984,0 2 4 7 9,True,BBBABBBABABBBBBBAB,1.2858831364978247,18,11,0.2403411865234375,865.404999998631,798.3249999997206,1159.4400000032037,465.9049999990966,0.7920608212005904,1.7,2.4,0.0,0.0,-361.11500000348315,0.6885436072565331,11.0,7.0,2.0,4.0,14.0,2.0,4.0,14.0,2.0,20.0,20.0,20.0,18.0,0.55,0.35,0.1,0.2,0.7,0.1,0.2,0.7,0.1,0.6111111111111112,0.3888888888888889,0.20000000000000007,0.22222222222222227,813,21,No,none,7-8,Other (please specify below):,dont like it,,,SONA for course credit,manderin,Yes,Male,,3.0,1,"Yes, but not so well",piana,Agree,Strongly Agree,,2021-05-06 12:07:59,41159
811,SSS0989,0 2 4 7 9,True,BBBAABAABAAABBAAAAAB,-0.7675593050844379,20,8,0.8684120178222656,1463.8775000348687,1537.1174999745563,1426.472500024829,0.0,0.8108637649735216,1.6,2.5,0.0,0.0,110.64499994972721,1.0775654630200031,8.0,12.0,0.0,12.0,8.0,0.0,12.0,8.0,0.0,20.0,20.0,20.0,20.0,0.4,0.6,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.4,0.6,-0.19999999999999996,-0.19999999999999996,814,21,No,computer speakers,10-12,English,,,,SONA for course credit,,No,Female,,3.0,2-3,No,,Strongly Agree,Strongly Disagree,none,2021-05-05 14:53:54,37626
812,SSS0990,0 2 4 7 9,True,BAAAABABAABABBABAB,1.5318220762345198,18,11,0.2403411865234375,2115.2250000159256,2079.7800000291318,1794.9849999858998,4892.292500007898,0.7755400565407341,1.7,2.75,0.0,0.0,284.795000043232,1.1586614930183088,11.0,7.0,2.0,10.0,8.0,2.0,10.0,8.0,2.0,20.0,20.0,20.0,18.0,0.55,0.35,0.1,0.5,0.4,0.1,0.5,0.4,0.1,0.6111111111111112,0.3888888888888889,0.20000000000000007,0.22222222222222227,815,21,No,over the ear,12-20,English,,,,SONA for course credit,,No,Female,,5.0,9+,"Yes, I do alright",violin,Agree,Disagree,no,2021-05-05 22:37:56,39143
813,SSS0991,0 2 4 7 9,True,BBABBAAAABBBABBABBBB,-0.5584782704498403,20,7,0.9423408508300781,2532.537499908358,2052.6649998500943,3207.9700001049787,0.0,0.7875143848784143,1.15,2.3,0.0,0.0,-1155.3050002548844,0.6398641507816227,7.0,13.0,0.0,7.0,13.0,0.0,7.0,13.0,0.0,20.0,20.0,20.0,20.0,0.35,0.65,0.0,0.35,0.65,0.0,0.35,0.65,0.0,0.35,0.65,-0.30000000000000004,-0.30000000000000004,816,19,No,no,11-17,English,,,,SONA for course credit,,No,Female,,5.0,6-8,"Yes, I do alright",flute,Strongly Agree,Strongly Disagree,,2021-05-05 23:39:56,40945
814,SSS0992,0 2 4 7 9,True,BAABBAABBABAABBBAABB,0.04643700480029226,20,11,0.41190147399902344,1042.5699999909848,1438.2099999925122,875.509999983944,0.0,0.7950422489370892,2.05,2.65,0.0,0.0,562.7000000085682,1.6427111055486374,11.0,9.0,0.0,9.0,11.0,0.0,9.0,11.0,0.0,20.0,20.0,20.0,20.0,0.55,0.45,0.0,0.45,0.55,0.0,0.45,0.55,0.0,0.55,0.45,0.10000000000000003,0.10000000000000003,817,19,No,in-ear,13-16,Other (please specify below):,Pitch,,,SONA for course credit,Chinese,Yes,Male,,5.0,2-3,"Yes, I do alright",Sax,Agree,Agree,,2021-05-06 01:54:52,40380
815,SSS0994,0 2 4 7 9,True,BAAAABBABBAABAABAABB,0.04643700480029226,20,17,0.0012884140014648438,2037.8350000102073,1888.4700000053272,4204.809999995865,0.0,0.7651600591649965,1.85,2.2,0.0,0.0,-2316.3399999905378,0.44912136339268227,17.0,3.0,0.0,11.0,9.0,0.0,11.0,9.0,0.0,20.0,20.0,20.0,20.0,0.85,0.15,0.0,0.55,0.45,0.0,0.55,0.45,0.0,0.85,0.15,0.7,0.7,818,20,No,in-ear,6-10,Other (please specify below):,,,,SONA for course credit,Chinese,Yes,Female,,6.0,2-3,"Yes, but not so well",piano,Strongly Agree,Agree,,2021-05-06 10:01:33,38073
816,SSS1001,0 2 4 7 9,True,AAABBAAAABBAAABBBAAB,-1.2472838707622118,20,14,0.057659149169921875,1135.007500066422,911.5624999976717,2946.8500000075437,0.0,0.8075976150599867,1.9,2.85,0.0,0.0,-2035.287500009872,0.30933454366368773,14.0,6.0,0.0,12.0,8.0,0.0,12.0,8.0,0.0,20.0,20.0,20.0,20.0,0.7,0.3,0.0,0.6,0.4,0.0,0.6,0.4,0.0,0.7,0.3,0.39999999999999997,0.39999999999999997,819,120,No,in-ear headphone,12-16,Other (please specify below):,,,,SONA for course credit,Chinese,No,Female,,8.0,4-5,"Yes, I am near professional",The Piano,Agree,Agree,no,2021-05-06 12:30:32,40877
817,SSS1002,0 2 4 7 9,True,BBABABABBBBB,1.2535663410560174,12,7,0.38720703125,2719.2950000166893,1880.6199999824166,3140.600000012666,3426.582500002347,0.765828413883,1.65,3.15,0.0,0.0,-1259.9800000302494,0.5988091447413972,7.0,5.0,8.0,3.0,9.0,8.0,3.0,9.0,8.0,20.0,20.0,20.0,12.0,0.35,0.25,0.4,0.15,0.45,0.4,0.15,0.45,0.4,0.5833333333333334,0.4166666666666667,0.09999999999999998,0.16666666666666669,820,19,,In-ear,,English,,,,SONA for course credit,,No,Female,,1.0,0,"Yes, but not so well",Guitar,Strongly Agree,Agree,,2021-05-07 02:15:41,38677
818,SSS1005,0 2 4 7 9,True,AABBABABBA,0.6708203932499369,10,6,0.376953125,3005.1975001245737,3945.137500077486,1337.3574998825788,3291.6949999034405,0.7845366524397936,1.7,3.05,0.0,0.0,2607.780000194907,2.949949808053473,6.0,4.0,10.0,5.0,5.0,10.0,5.0,5.0,10.0,20.0,20.0,20.0,10.0,0.3,0.2,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.6,0.4,0.09999999999999998,0.19999999999999996,821,21,No,In ear,,English,,,,SONA for course credit,,No,Female,,0.0,0,No,,Strongly Agree,Strongly Agree,Tone ,2021-05-09 11:42:00,41164
819,SSS1006,0 2 4 7 9,True,ABBBBAABABBABBBAB,0.6817786549807431,17,11,0.1661529541015625,1648.8850000314415,1374.1500000469387,1400.3149999771267,2520.669999998063,0.8032491673651062,1.45,2.95,0.0,0.0,-26.16499993018806,0.981314918478617,11.0,6.0,3.0,6.0,11.0,3.0,6.0,11.0,3.0,20.0,20.0,20.0,17.0,0.55,0.3,0.15,0.3,0.55,0.15,0.3,0.55,0.15,0.6470588235294118,0.35294117647058826,0.25000000000000006,0.29411764705882354,822,21,No,in-ear,13,Other (please specify below):,,,,SONA for course credit,korean,No,Female,,3.0,1,No,,Agree,Disagree,,2021-05-06 15:29:51,40613
