StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q16,Q17,Q14,Q18,Q3_NPS_GROUP,Q3,Q4,Q13,Q5,Q6,Q9,Q19,Q15,Q10,Q20,Q11,Q8_1,Q8_2,Q16,sub,sona,Q15 - Parent Topics,Q15 - Topics,Q9 - Parent Topics,Q9 - Topics
2020-09-30 19:48:05,2020-09-30 19:50:43,IP Address,216.165.95.167,100,158,True,2020-09-30 19:50:44,R_27TravmsOjxc4cN,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,4-5,5-10,"Yes, I do alright","tabla, piano",i used my fingers to picture what the main tune sounded like and tried to match the same pattern,No,,No,,in ear earphones,Strongly Agree,Agree,Agree,SSS0334,39333,,,,Unknown
2020-09-30 19:55:56,2020-09-30 20:01:38,IP Address,216.165.95.181,100,341,True,2020-09-30 20:01:39,R_31ykgAr0Lxx3kY5,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,4,0,,No,,"I tried to picture a scene with it, and if the melody differentiated from the original scene, I said it was different",Yes,"I really took notice when there was a sudden, out of place, tone change or when it sounded like someone suddenly smashed the keys on the piano",Yes,"I think around block 4 my strategy changed to incorporate things like how the original melody made me feel compared to the others (if it made me feel about the same, I assumed that one was most similar)",Over-the-ear headphones,Strongly Agree,Agree,Agree,SSS0344,39917,,Unknown,,Unknown
2020-09-30 20:48:31,2020-09-30 20:51:51,IP Address,68.173.1.103,100,200,True,2020-09-30 20:51:51,R_2dtEBJ4DbFF5qN2,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,2,0,,"Yes, but not so well",guitar,memory/relative higher or lower pitch in sequence/ compare specific special pitches that are easy to remember,Yes,compare specific special pitches that are easy to remember,No,,over-the-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0357,40193,,Unknown,,Unknown
2020-09-30 21:10:10,2020-09-30 21:12:26,IP Address,98.15.98.64,100,136,True,2020-09-30 21:12:27,R_2QgsSdznX2ev3Bw,,,,,40.69940185546875,-73.88829803466796875,anonymous,EN,19,Male,SONA for course credit,,Other (please specify below):,Polish,Detractor,3,2-3,10-13,"Yes, but not so well",trumpet and trombone,the beat,No,,No,,headphones over the ear,Strongly Disagree,Neither Agree nor Disagree,Agree,SSS0314,39784,,,,Unknown
2020-09-30 21:13:46,2020-09-30 21:15:13,IP Address,216.165.95.162,100,86,True,2020-09-30 21:15:13,R_ByP3jN30YxovCyR,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,0,0,,No,,,Yes,some melodies were slightly changed in a different key or something,No,,air pod pro,Strongly Agree,Agree,Agree,SSS0261,39518,,Unknown,,
2020-09-30 21:32:18,2020-09-30 21:33:10,IP Address,216.165.95.130,100,52,True,2020-09-30 21:33:10,R_WvR43PjHQ2HBbXP,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,0,0,,No,,N/A,No,,No,,Earbuds.,Strongly Agree,Strongly Agree,Agree,SSS0134,39675,,,,Unknown
2020-09-30 21:38:24,2020-09-30 21:43:32,IP Address,216.165.99.40,100,308,True,2020-09-30 21:43:33,R_2QrmznQUUCnNHVt,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,1,0,,No,,Try to get a vague idea of how the pitch change throughout,Yes,"I only noticed a few, the melody change is at same fragment of the music in both. ",No,,"In-ear. ",Strongly Agree,Strongly Agree,Agree,SSS0245,39918,,Unknown,,Unknown
2020-09-30 22:01:43,2020-09-30 22:04:01,IP Address,100.38.2.222,100,137,True,2020-09-30 22:04:03,R_eLDv9EOwmB5oFGN,,,,,40.7041015625,-73.61840057373046875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,0,,No,,I created a mental image of the sounds or I try to visually see the pattern or create a patter for myself using thump thump thump,Yes,sometimes I heard higher sounds and something I hear more beats,No,,"over-the-ear headphones, Bose comfort 35, noise cancelling headphones",Strongly Agree,Agree,Agree,SSS0373,39797,,Unknown,,Unknown
2020-09-30 22:02:21,2020-09-30 22:06:48,IP Address,71.105.151.22,100,266,True,2020-09-30 22:06:48,R_1GCaV5rsNuLBrAp,,,,,40.711395263671875,-74.0005035400390625,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Passive,7,6-8,"5 --- 10, 13 -- 15","Yes, I do alright",piano,"using the melody at the beginning and the end, thinking melody as slopes, memorizing it with do rai mi",Yes,"for melodies that has partly scales, i would remember it better ",No,,"over the ear. bose, quiet comfort 35 ii ",Strongly Agree,Strongly Agree,Agree,SSS0366,37805,,Unknown,,Unknown
2020-09-30 23:22:01,2020-09-30 23:24:30,IP Address,216.165.95.176,100,149,True,2020-09-30 23:24:30,R_1FsS1hXibofjenn,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,6,4-5,13-18,"Yes, I do alright",Piano and percussion,I listened for patterns and irregularities: higher or lower notes,No,,No,,Headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0375,39610,,,,Unknown
2020-09-30 23:32:05,2020-09-30 23:38:43,IP Address,100.8.104.154,100,397,True,2020-09-30 23:38:44,R_pQSWY3VgR4WwKul,,,,,40.7295989990234375,-74.39009857177734375,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,English + Russian,Promoter,10,9+,"6-19 piano, 10-19 singing/ choir, 18-19 formal music theory/ aural training","Yes, I am near professional","piano, singing","I have perfect pitch so I tell even slightly different notes apart very easily, so if I saw notes that jumped out at me that would very strongly influence my judgement",Yes,"pitch, length, extra notes, some melodies were concentrated around higher pitches or lower pitches, while others were jumping back and forth",Yes,"sometimes I would make out patterns: being a pianist, only white keys or only one black key, also if I could make out some kind of arpeggiated chord I would use that as a basis for my judgement","Air Pods, then around halfway thru section 5 my air pods died and I listened thru the mac computer speaker",Strongly Agree,Disagree,Agree,SSS0385,40055,,Unknown,,Unknown
2020-10-01 01:05:49,2020-10-01 01:07:43,IP Address,67.245.157.136,100,113,True,2020-10-01 01:07:43,R_3OqpwTv3xY4ZslK,,,,,40.71490478515625,-73.9893035888671875,anonymous,EN,21,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,3,0,,No,,,No,,No,,macbook air 13 inch 2013 speakers,Strongly Agree,Strongly Agree,Agree,SSS0318,36146,,,,
2020-10-01 01:30:42,2020-10-01 01:34:03,IP Address,96.224.83.39,100,201,True,2020-10-01 01:34:03,R_00vqvNMMxXvlOXT,,,,,40.7292022705078125,-73.75140380859375,anonymous,EN,17,Female,SONA for course credit,,English,,Detractor,4,2-3,15-17,"Yes, I do alright",Guitar,,No,,No,,"Yes in ear, airpods. ",Strongly Agree,Agree,Agree,SSS0192,40092,,,,
2020-10-01 02:21:25,2020-10-01 02:23:37,IP Address,100.35.243.21,100,131,True,2020-10-01 02:23:37,R_3kNfc1eMopLJEn4,,,,,40.8948974609375,-74.0110015869140625,anonymous,EN,20,Female,SONA for course credit,,English,,Passive,8,2-3,13-15,"Yes, but not so well",piano,,No,,No,,,Strongly Agree,Strongly Agree,Agree,SSS0409,39731,,,,
2020-10-01 02:23:52,2020-10-01 02:27:12,IP Address,216.165.95.147,100,199,True,2020-10-01 02:27:12,R_1Uew8z8DJ7tlhxD,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,2,2-3,8 -10,"Yes, but not so well",Piano,trying to get a feel of the melody whether the notes are mostly flat or sharp or if it's mostly in a major or minor key and trying to spot any variations what I assume is the norm,No,,No,,in-ear,Strongly Agree,Strongly Agree,Agree,SSS0408,39591,,,,Unknown
2020-10-01 02:47:36,2020-10-01 02:50:25,IP Address,73.0.180.196,100,169,True,2020-10-01 02:50:25,R_24It73uvPpoUSmm,,,,,25.9971923828125,-80.325897216796875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,French,Passive,7,2-3,"7-8,17-18","Yes, but not so well",piano,find the one/or multiple note that differed from the original,No,,No,,in-ear air pods,Agree,Strongly Agree,Agree,SSS0379,40037,,,,Unknown
2020-10-01 03:29:30,2020-10-01 03:32:21,IP Address,216.165.95.142,100,171,True,2020-10-01 03:32:22,R_1omUgQmFD2qm6zk,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,4,0,,"Yes, but not so well",Keyboard,Make an abstract pattern in my head of associated notes,No,,Yes,Became more focused on changes and could tell notes apart better,In ear with airpods,Strongly Agree,Strongly Agree,Agree,SSS0412,39914,,,,Unknown
2020-10-01 03:33:10,2020-10-01 03:34:26,IP Address,66.65.16.43,100,76,True,2020-10-01 03:34:26,R_1ia5iFgaCJECU1L,,,,,40.7512969970703125,-73.88300323486328125,anonymous,EN,29,Female,SONA for course credit,,English,,Detractor,4,0,,"Yes, but not so well",Recorder,i just tried to remember the test melody as well as possible.,No,,No,,in ear headphones,Agree,Agree,Agree,SSS0204,37872,,,,Unknown
2020-10-01 03:33:36,2020-10-01 03:34:45,IP Address,216.165.95.142,100,69,True,2020-10-01 03:34:45,R_bqlDB9DkRREKW3v,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Male,SONA for course credit,,English,,Detractor,3,0,,No,,Make abstract patterns based on notes,No,,Yes,Became better at making patterns and telling notes,In ear air pod,Strongly Agree,Strongly Agree,Agree,SSS0412,39914,,,,Unknown
2020-10-01 06:52:23,2020-10-01 06:54:29,IP Address,24.6.14.107,100,126,True,2020-10-01 06:54:30,R_3qJ2m1DoTEzqjPz,,,,,37.4651031494140625,-122.14300537109375,anonymous,EN,18,Female,SONA for course credit,,English,,Promoter,10,6-8,6-12,"Yes, I do alright","piano, guitar, violin",I tapped my fingers for every beat. like playing a piano,Yes,I tend to notice differences in minor and major pitches,No,,"headphones, over the ear",Strongly Agree,Agree,Agree,SSS0422,39676,,Unknown,,Unknown
2020-10-01 10:48:11,2020-10-01 10:51:53,IP Address,67.254.194.213,100,222,True,2020-10-01 10:51:53,R_C3N6tC2jmuJ0rF7,,,,,40.76300048828125,-73.9925994873046875,anonymous,EN,21,Female,SONA for course credit,,English,,Detractor,4,4-5,8-12,"Yes, but not so well",piano,I was trying to listen to the whole of the test melodies and remember them for comparison.,Yes,I think sometime a note was one step or half a step higher or lower than it should have been.,No,,"in-ear, apple wired headphones",Agree,Strongly Agree,Agree,SSS0027,37558,,Unknown,,Unknown
2020-10-01 11:28:11,2020-10-01 11:28:56,IP Address,216.165.95.138,100,44,True,2020-10-01 11:28:57,R_2a8KjLimWlMKJrX,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,English,,Detractor,5,4-5,5-10,"Yes, I do alright","tabla, paino",,No,,No,,earphones,Strongly Agree,Agree,Agree,SSS0334,39333,,,,
2020-10-01 11:36:33,2020-10-01 11:38:34,IP Address,69.115.75.168,100,120,True,2020-10-01 11:38:34,R_1K8dlHv1Bql8BV7,,,,,40.8881072998046875,-73.841400146484375,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,5,0,,No,,,No,,No,,In ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0023,40024,,,,
2020-10-01 11:36:32,2020-10-01 11:38:54,IP Address,216.165.95.157,100,142,True,2020-10-01 11:38:54,R_3CT1PMJEL7lX3A6,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Passive,7,2-3,10-13,"Yes, I do alright",piano,"look at the first and last note, and notice any unexpected high tones in the middle.",Yes,high tones versus low tones,No,,earphones in-ear.,Strongly Agree,Agree,Agree,SSS0044,39680,,Unknown,,Unknown
2020-10-01 19:09:26,2020-10-01 19:12:08,IP Address,66.65.173.175,100,161,True,2020-10-01 19:12:08,R_6gHCgYHlUy9whdT,,,,,40.7156982421875,-74,anonymous,EN,20,Male,SONA for course credit,,English,,Detractor,4,0,,No,,,No,,No,,"headphones in ear ",Strongly Agree,Neither Agree nor Disagree,Agree,SSS0085,40111,,,,
2020-10-01 21:13:59,2020-10-01 21:16:00,IP Address,108.54.250.116,100,120,True,2020-10-01 21:16:00,R_1PZ7JHi7fUZWji1,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,17,Female,SONA for course credit,,English,,Passive,7,1,7-16,"Yes, but not so well",violin,,Yes,"I noticed the immediate off key ",No,,over-the-ear headphones,Strongly Agree,Strongly Disagree,Agree,SSS0118,39966,,Unknown,,
2020-10-01 23:22:12,2020-10-01 23:29:56,IP Address,216.165.95.155,100,464,True,2020-10-01 23:29:56,R_OANApunalGXGzPH,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Other,SONA for course credit,,English,,Detractor,2,1,16-17,"Yes, but not so well",Piano,"Mainly used similarities in note pitch (high vs low) ",Yes,"Some options had very similar notes but they were slightly different (some were slightly lower or higher notes) and others were completely off (different note in general) ",No,,"I used the default Apple earbuds (in-ear), like the ones that come inside the 'new iPhone' box (specfically iPhone 7)",Agree,Agree,Agree,SSS0099,39933,,Unknown,,Unknown
2020-10-02 00:38:17,2020-10-02 00:41:56,IP Address,216.165.95.165,100,219,True,2020-10-02 00:41:57,R_1KqbfL9lCmd4akX,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,20,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,1,0,,No,,None,No,,No,,over-the-ear,Strongly Disagree,Strongly Disagree,Agree,SSS0172,39624,,,,Unknown
2020-10-02 11:39:37,2020-10-02 11:40:57,IP Address,216.165.99.35,100,79,True,2020-10-02 11:40:58,R_1r6YnV6YmhrTIp4,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,2,0,,"Yes, but not so well",piano,,No,,No,,in-ear,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0134,37905,,,,
2020-10-02 12:26:00,2020-10-02 12:27:24,IP Address,118.160.99.45,100,84,True,2020-10-02 12:27:24,R_3s6ywTIV4mSnpKO,,,,,25.0478057861328125,121.53179931640625,anonymous,EN,18,Male,SONA for course credit,,English,,Passive,8,9+,4-18,"Yes, I do alright",Piano,Listen carefully,No,,No,,in-ear,Agree,Neither Agree nor Disagree,Agree,SSS0184,39622,,,,Unknown
2020-10-02 18:12:55,2020-10-02 18:15:24,IP Address,216.165.95.180,100,148,True,2020-10-02 18:15:24,R_dhZ6T1qteVWGYCt,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,6,4-5,6-11,"Yes, I do alright",flute,,No,,No,,apple earphones,Strongly Agree,Agree,Agree,SSS0190,40031,,,,
2020-10-02 18:22:31,2020-10-02 18:24:39,IP Address,98.113.135.167,100,128,True,2020-10-02 18:24:39,R_1OUEwyDwlEMuZxH,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,21,Male,SONA for course credit,,Other (please specify below):,Chinese,Passive,8,9+,6-20,"Yes, I am near professional",Saxophone,The pattern and the notes,No,,No,,In-year headphone,Agree,Disagree,Agree,SSS0191,38866,,,,Unknown
2020-10-02 18:52:37,2020-10-02 18:54:04,IP Address,216.165.95.141,100,87,True,2020-10-02 18:54:05,R_1QnEDnpfpOj6Ib6,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Russian,Detractor,2,0,,No,,Comparison,Yes,rhythm and tone,No,,airpods first gen,Agree,Neither Agree nor Disagree,Agree,SSS0029,40209,,Unknown,,Unknown
2020-10-02 19:16:14,2020-10-02 19:19:05,IP Address,216.165.95.172,100,170,True,2020-10-02 19:19:05,R_ZwWYZeoy6Z5iSZP,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Detractor,5,0,,No,,,No,,No,,over-the-ear headphones,Strongly Agree,Strongly Agree,Agree,SSS0206,39655,,,,
2020-10-02 19:32:09,2020-10-02 19:36:10,IP Address,108.27.238.102,100,240,True,2020-10-02 19:36:10,R_2zMjdkEgd9RyFjG,,,,,40.75469970703125,-73.96140289306640625,anonymous,EN,18,Female,SONA for course credit,,Spanish,,Passive,8,2-3,10-12,"Yes, I do alright",guitar,I looked for little differences in pitch and in notes,Yes,For some melodies I could notice that there were notes that were off or that I did not hear on the test melody,No,,I used my airpods and they were in my ears,Strongly Agree,Disagree,Agree,SSS0157,39719,,Unknown,,Unknown
2020-10-02 19:59:02,2020-10-02 20:00:17,IP Address,67.161.9.12,100,75,True,2020-10-02 20:00:17,R_Q5MVhFdVJVnKRgt,,,,,37.347900390625,-122.03509521484375,anonymous,EN,19,Male,SONA for course credit,,English,,Detractor,1,0,,No,None,Hearing the notes in the middle,No,,No,,In-ear headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0208,39808,,,,Unknown
2020-10-02 20:43:52,2020-10-02 20:46:51,IP Address,216.165.95.159,100,179,True,2020-10-02 20:46:51,R_3Dnm9n2c6y2QlV7,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,7,9+,7-17,"Yes, but not so well",violin,Tried to memorize the first and last note of the test melody and keep that in my head as the options played,Yes,"I thought I noticed extra notes being played in between the original test melody, to make it more complex",No,,I used Beats Wireless headphones,Agree,Neither Agree nor Disagree,Agree,SSS0015,40140,,Unknown,,Unknown
2020-10-02 21:19:49,2020-10-02 21:23:16,IP Address,100.2.62.173,100,206,True,2020-10-02 21:23:16,R_9Ww6L9ubDKwNL33,,,,,40.78900146484375,-73.7261962890625,anonymous,EN,18,Female,SONA for course credit,,Other (please specify below):,Chinese,Detractor,6,4-5,13-18,"Yes, I do alright",flute,"listen to the change in highest/lowest notes ",No,,No,,i used AirPods,Strongly Agree,Disagree,Agree,SSS0212,39744,,,,Unknown
2020-10-02 22:56:31,2020-10-02 22:58:54,IP Address,24.188.98.223,100,142,True,2020-10-02 22:58:54,R_3qsSgfdkkanghiJ,,,,,40.671295166015625,-73.8943023681640625,anonymous,EN,18,Female,SONA for course credit,,English,,Detractor,1,0,,No,,,Yes,I focused on the endings of the melodies,No,,headphones,Strongly Agree,Neither Agree nor Disagree,Agree,SSS0216,39920,,Unknown,,
2020-10-03 00:16:45,2020-10-03 00:18:27,IP Address,47.18.106.37,100,102,True,2020-10-03 00:18:27,R_3j70zjAZxTlmpEz,,,,,40.449493408203125,-74.43689727783203125,anonymous,EN,19,Female,SONA for course credit,,English,,Passive,8,6-8,9-17,"Yes, I do alright","Violim, piano",Tone changes,Yes,Different notes,No,,"Over the ear, beats studio 3 wireless",Strongly Agree,Disagree,Agree,SSS0390,39475,,Unknown,,Unknown
