,index,rt,stimulus,key_press,name,trial_type,trial_index,time_elapsed,internal_node_id,set,transposition,mode,mode_no,probe_pitches,question_num,response,response_numeric,subject,sona_x,block,time,malformed,Unnamed: 0,subject_age,How did you listen to the task?,"If you have had musical training, how old were you during this period (i.e., age-range)?",What is your first language?,How did you arrive at this experiment?,What is your first language (if other)?,subject_gender,How many years of formal music theory training do you have?,Do you have perfect (absolute) pitch?,What informed your judgement (if anything) of how familiar were the melodies?,What general strategy (if any) did you use to judge whether melodies had some notes that were more important than others?,Would you consider yourself a musical person? (0-10),How many years of formal musical training do you have?,Do you play any instruments (with or without formal training)?,Which instruments do you play (if any)?,I understood the instructions of the task,I found the task difficult,What general strategy (if any) did you use to judge the similarity across the melodies?,RecordedDate,sona_y,understood task
734,734,751,The audio clip was melodic.,51,likert,html-keyboard-response,227,347007,0.0-227.0,0 2 3 6 8,-1,"[0, 2, 3, 6, 8]",0,-1 2 7 2 1 11 5 -1 1 -1 11 2,241,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
735,735,1142,Some notes felt more important than others.,52,likert,html-keyboard-response,232,354476,0.0-232.0,0 3 5 7 8,3,"[0, 2, 3, 7, 10]",2,3 5 10 15 13 5 10 3 10 3 6 3,251,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
736,736,413,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,234,355892,0.0-234.0,0 3 5 7 8,3,"[0, 2, 3, 7, 10]",2,3 5 10 15 13 5 10 3 10 3 6 3,251,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
737,737,711,The audio clip was melodic.,51,likert,html-keyboard-response,236,357607,0.0-236.0,0 3 5 7 8,3,"[0, 2, 3, 7, 10]",2,3 5 10 15 13 5 10 3 10 3 6 3,251,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
738,738,1225,Some notes felt more important than others.,51,likert,html-keyboard-response,241,364852,0.0-241.0,0 2 4 6 9,1,"[0, 2, 4, 7, 10]",1,8 13 8 1 5 3 13 1 11 8 3 11,261,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
739,739,894,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,243,366751,0.0-243.0,0 2 4 6 9,1,"[0, 2, 4, 7, 10]",1,8 13 8 1 5 3 13 1 11 8 3 11,261,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
740,740,930,The audio clip was melodic.,52,likert,html-keyboard-response,245,368684,0.0-245.0,0 2 4 6 9,1,"[0, 2, 4, 7, 10]",1,8 13 8 1 5 3 13 1 11 8 3 11,261,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
741,741,558,Some notes felt more important than others.,51,likert,html-keyboard-response,250,375572,0.0-250.0,0 2 4 6 9,-1,"[0, 2, 4, 7, 10]",1,-1 1 -1 1 6 1 3 9 6 3 1 6,271,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
742,742,185,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,252,376758,0.0-252.0,0 2 4 6 9,-1,"[0, 2, 4, 7, 10]",1,-1 1 -1 1 6 1 3 9 6 3 1 6,271,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
743,743,307,The audio clip was melodic.,51,likert,html-keyboard-response,254,378067,0.0-254.0,0 2 4 6 9,-1,"[0, 2, 4, 7, 10]",1,-1 1 -1 1 6 1 3 9 6 3 1 6,271,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
744,744,601,Some notes felt more important than others.,51,likert,html-keyboard-response,259,385059,0.0-259.0,0 2 3 4 8,-1,"[0, 2, 3, 4, 8]",0,11 7 2 1 2 1 -1 7 3 -1 3 1,281,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
745,745,22,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,261,386086,0.0-261.0,0 2 3 4 8,-1,"[0, 2, 3, 4, 8]",0,11 7 2 1 2 1 -1 7 3 -1 3 1,281,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
746,746,137,The audio clip was melodic.,51,likert,html-keyboard-response,263,387228,0.0-263.0,0 2 3 4 8,-1,"[0, 2, 3, 4, 8]",0,11 7 2 1 2 1 -1 7 3 -1 3 1,281,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
747,747,375,Some notes felt more important than others.,52,likert,html-keyboard-response,268,393956,0.0-268.0,0 2 3 5 8,3,"[0, 3, 7, 9, 10]",3,15 10 13 12 6 3 12 10 12 6 3 6,291,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
748,748,151,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,270,395110,0.0-270.0,0 2 3 5 8,3,"[0, 3, 7, 9, 10]",3,15 10 13 12 6 3 12 10 12 6 3 6,291,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
749,749,287,The audio clip was melodic.,52,likert,html-keyboard-response,272,396399,0.0-272.0,0 2 3 5 8,3,"[0, 3, 7, 9, 10]",3,15 10 13 12 6 3 12 10 12 6 3 6,291,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
750,750,2737,Some notes felt more important than others.,52,likert,html-keyboard-response,277,405420,0.0-277.0,0 2 3 4 8,3,"[0, 1, 2, 6, 10]",1,9 3 5 9 13 3 4 13 4 9 15 3,301,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
751,751,310,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,279,406731,0.0-279.0,0 2 3 4 8,3,"[0, 1, 2, 6, 10]",1,9 3 5 9 13 3 4 13 4 9 15 3,301,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
752,752,289,The audio clip was melodic.,51,likert,html-keyboard-response,281,408022,0.0-281.0,0 2 3 4 8,3,"[0, 1, 2, 6, 10]",1,9 3 5 9 13 3 4 13 4 9 15 3,301,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
753,753,880,Some notes felt more important than others.,51,likert,html-keyboard-response,286,415147,0.0-286.0,0 2 3 6 8,-2,"[0, 4, 6, 7, 10]",4,10 5 4 2 4 8 10 5 4 2 8 2,311,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
754,754,269,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,288,416422,0.0-288.0,0 2 3 6 8,-2,"[0, 4, 6, 7, 10]",4,10 5 4 2 4 8 10 5 4 2 8 2,311,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
755,755,226,The audio clip was melodic.,51,likert,html-keyboard-response,290,417651,0.0-290.0,0 2 3 6 8,-2,"[0, 4, 6, 7, 10]",4,10 5 4 2 4 8 10 5 4 2 8 2,311,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
756,756,240,Some notes felt more important than others.,51,likert,html-keyboard-response,295,424342,0.0-295.0,0 1 4 5 8,1,"[0, 3, 7, 8, 11]",3,9 4 1 4 1 4 9 8 12 4 9 1,321,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
757,757,243,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,297,425587,0.0-297.0,0 1 4 5 8,1,"[0, 3, 7, 8, 11]",3,9 4 1 4 1 4 9 8 12 4 9 1,321,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
758,758,327,The audio clip was melodic.,51,likert,html-keyboard-response,299,426918,0.0-299.0,0 1 4 5 8,1,"[0, 3, 7, 8, 11]",3,9 4 1 4 1 4 9 8 12 4 9 1,321,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
759,759,422,Some notes felt more important than others.,51,likert,html-keyboard-response,304,433707,0.0-304.0,0 2 3 6 9,0,"[0, 3, 5, 6, 9]",4,12 9 6 3 12 3 5 9 3 12 5 3,331,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
760,760,649,The melody as a whole or parts of it felt familiar.,51,likert,html-keyboard-response,306,435358,0.0-306.0,0 2 3 6 9,0,"[0, 3, 5, 6, 9]",4,12 9 6 3 12 3 5 9 3 12 5 3,331,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
761,761,266,The audio clip was melodic.,51,likert,html-keyboard-response,308,436627,0.0-308.0,0 2 3 6 9,0,"[0, 3, 5, 6, 9]",4,12 9 6 3 12 3 5 9 3 12 5 3,331,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
762,762,2285,Some notes felt more important than others.,51,likert,html-keyboard-response,313,445203,0.0-313.0,0 2 3 5 8,0,"[0, 4, 6, 7, 9]",4,0 6 12 7 0 9 12 0 12 0 4 6,341,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
763,763,796,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,315,447003,0.0-315.0,0 2 3 5 8,0,"[0, 4, 6, 7, 9]",4,0 6 12 7 0 9 12 0 12 0 4 6,341,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
764,764,502,The audio clip was melodic.,53,likert,html-keyboard-response,317,448507,0.0-317.0,0 2 3 5 8,0,"[0, 4, 6, 7, 9]",4,0 6 12 7 0 9 12 0 12 0 4 6,341,agree,5,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
765,765,656,Some notes felt more important than others.,51,likert,html-keyboard-response,322,455883,0.0-322.0,0 1 2 5 8,-2,"[0, 4, 5, 6, 9]",4,3 2 7 4 7 4 -2 3 7 3 10 7,351,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
766,766,327,The melody as a whole or parts of it felt familiar.,52,likert,html-keyboard-response,324,457211,0.0-324.0,0 1 2 5 8,-2,"[0, 4, 5, 6, 9]",4,3 2 7 4 7 4 -2 3 7 3 10 7,351,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
767,767,270,The audio clip was melodic.,51,likert,html-keyboard-response,326,458482,0.0-326.0,0 1 2 5 8,-2,"[0, 4, 5, 6, 9]",4,3 2 7 4 7 4 -2 3 7 3 10 7,351,neutral,3,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
768,768,1352,Some notes felt more important than others.,52,likert,html-keyboard-response,331,466179,0.0-331.0,0 2 3 6 8,3,"[0, 2, 6, 8, 9]",3,15 11 9 3 9 11 5 15 9 3 5 12,361,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
769,769,1316,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,333,468498,0.0-333.0,0 2 3 6 8,3,"[0, 2, 6, 8, 9]",3,15 11 9 3 9 11 5 15 9 3 5 12,361,agree,5,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
770,770,1158,The audio clip was melodic.,52,likert,html-keyboard-response,335,470659,0.0-335.0,0 2 3 6 8,3,"[0, 2, 6, 8, 9]",3,15 11 9 3 9 11 5 15 9 3 5 12,361,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
771,771,729,Some notes felt more important than others.,52,likert,html-keyboard-response,340,477698,0.0-340.0,0 2 3 4 5,-2,"[0, 1, 2, 9, 11]",2,9 10 9 7 -1 -2 7 10 -1 0 10 0,371,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
772,772,939,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,342,479642,0.0-342.0,0 2 3 4 5,-2,"[0, 1, 2, 9, 11]",2,9 10 9 7 -1 -2 7 10 -1 0 10 0,371,agree,5,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
773,773,270,The audio clip was melodic.,52,likert,html-keyboard-response,344,480914,0.0-344.0,0 2 3 4 5,-2,"[0, 1, 2, 9, 11]",2,9 10 9 7 -1 -2 7 10 -1 0 10 0,371,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
774,774,1711,Some notes felt more important than others.,52,likert,html-keyboard-response,349,489050,0.0-349.0,0 1 3 4 8,-1,"[0, 1, 3, 4, 8]",0,0 -1 2 3 0 7 2 3 11 -1 0 -1,381,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
775,775,284,The melody as a whole or parts of it felt familiar.,53,likert,html-keyboard-response,351,490338,0.0-351.0,0 1 3 4 8,-1,"[0, 1, 3, 4, 8]",0,0 -1 2 3 0 7 2 3 11 -1 0 -1,381,agree,5,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
776,776,244,The audio clip was melodic.,52,likert,html-keyboard-response,353,491586,0.0-353.0,0 1 3 4 8,-1,"[0, 1, 3, 4, 8]",0,0 -1 2 3 0 7 2 3 11 -1 0 -1,381,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
777,777,1606,Some notes felt more important than others.,52,likert,html-keyboard-response,358,499546,0.0-358.0,0 2 4 5 8,0,"[0, 2, 4, 5, 8]",0,4 2 0 5 2 8 12 0 12 0 12 5,391,somewhat agree,4,SSSQ0004,39700,1,2020-12-06 06:02:54.114000+00:00,,3,20,Airpods ,10,English,SONA for course credit,,Male,0,No,Movies or TV shows ,The scale of the tones,3.0,1,No,,Strongly Agree,Neither Agree nor Disagree,How well the tones complemented each other ,2020-12-06 01:46:50,39700,True
